84.9322738647 83.2103729248 65.0938491821 3
14.8812074661 49.4623565674 30.7786350250 2
79.1068115234 80.3552627563 77.3650207520 3
93.3565597534 31.4787273407 60.1745376587 1
43.9101142883 29.5530757904 52.2190208435 1
36.9077072144 91.5301284790 86.6568603516 0
39.6992874146 58.7777328491 56.4492454529 0
58.5294799805 62.3603172302 7.8922085762 2
94.9010696411 58.6922416687 20.5938796997 2
59.1189498901 46.7249374390 83.5605239868 0
50.9502334595 31.6572093964 66.7708892822 1
16.0440864563 46.5384178162 16.2332458496 2
46.8227233887 25.6452236176 96.5885009766 0
24.1877460480 19.0017833710 28.0672340393 2
84.3622817993 62.9118995667 57.6203117371 3
36.5813064575 99.8196029663 49.1504402161 3
23.2381591797 39.5188903809 7.9281730652 2
79.6874084473 98.0483703613 70.2884902954 3
87.5796127319 92.9494476318 28.9807319641 3
8.1734924316 52.0683898926 75.7056655884 0
91.7340087891 3.0186245441 7.3628783226 1
58.5049018860 19.0627117157 53.9012985229 1
74.7381515503 65.8854370117 79.5465164185 3
71.3266525269 90.0731811523 98.5483016968 3
99.3938903809 74.4354629517 61.4601974487 3
57.0142021179 11.0167655945 61.2797966003 1
6.1646409035 34.2549247742 0.7986896634 2
14.0928134918 13.9423284531 98.8470611572 0
84.3813018799 1.5219413042 91.7965087891 1
13.3620338440 9.6954326630 43.8648948669 0
89.0677032471 1.4294455051 46.8835182190 1
96.4305801392 59.9343490601 65.9462280273 3
50.3318786621 34.6724967957 31.8316631317 2
29.8783950806 5.9991521835 21.9048442841 2
28.4266986847 5.3930416107 96.3403015137 0
89.8868942261 62.4072418213 7.3570713997 2
51.1666946411 68.5718841553 41.6119956970 3
51.9653854370 82.6646957397 55.5543251038 3
50.8124465942 67.0459976196 57.0762634277 3
42.6089477539 80.4080352783 66.7716979980 3
86.4738388062 69.4757308960 68.2011413574 3
33.3573608398 65.9063186646 28.1354942322 2
99.3035888672 16.2381954193 62.8079910278 1
31.1352519989 46.1165924072 68.8071441650 0
53.0401000977 74.5432891846 74.2001800537 3
49.3804054260 64.4301834106 36.6074218750 2
56.7374763489 15.5968770981 5.1793074608 2
98.3494720459 67.5622558594 87.8440017700 3
53.9037933350 18.3747062683 54.8900070190 1
10.9800605774 60.9836502075 35.2980422974 2
77.7517623901 47.4574966431 4.7737770081 2
45.9529037476 80.8148574829 70.6800918579 3
74.0883941650 80.1184387207 86.9182891846 3
36.8963851929 11.2536964417 33.0348777771 2
5.7035245895 64.2937927246 7.5781674385 2
79.9037017822 13.6742000580 72.0083465576 1
16.5111312866 70.4116744995 87.6052246094 0
21.6904392242 68.7611465454 55.1674842834 0
9.5344438553 22.6649398804 73.5421905518 0
64.4244461060 33.6450004578 34.5258445740 1
99.7224884033 11.3967609406 81.9833374023 1
4.4962658882 57.3496627808 62.7981948853 0
75.1763610840 31.4380607605 42.9166374207 1
62.0946540833 68.3344421387 54.1703338623 3
95.1295318604 74.0379714966 18.4641284943 3
2.7076985836 53.9416809082 32.1383285522 2
74.7160491943 70.4528121948 2.5500023365 3
62.3212738037 92.1432418823 71.3111495972 3
17.4887619019 1.6776895523 93.9760894775 0
91.0309524536 66.1021423340 27.6210899353 3
25.5567989349 65.8246307373 39.0178489685 2
7.5401387215 70.3208923340 96.3675155640 0
70.3383331299 45.4972534180 27.8055763245 2
13.2549705505 7.5919060707 96.1400222778 0
67.4253082275 2.7214369774 70.1779937744 1
85.8894348145 5.4291357994 24.1196670532 1
18.0277633667 80.1451873779 94.5724716187 0
20.5777645111 42.4664573669 86.7157135010 0
91.8889083862 59.9552230835 88.3934097290 3
85.8650054932 50.9861755371 54.4955482483 1
13.4860906601 76.5429763794 20.3201732635 2
52.5039367676 84.0831069946 90.6410675049 3
48.8714561462 54.4214439392 36.1383247375 2
76.6770324707 67.6764221191 43.7302284241 3
72.8170547485 35.1017189026 46.4516677856 1
42.9950370789 20.9911575317 51.8808021545 1
67.1147079468 39.0189208984 32.0259857178 1
61.6871757507 59.5966796875 74.4924392700 3
48.4028968811 51.4855995178 34.4476623535 2
36.7963027954 37.3505973816 85.4338378906 0
91.2918472290 50.8366889954 61.9768142700 3
11.6120262146 3.3406279087 46.0599250793 0
2.2530941963 52.2120819092 0.4813707471 2
38.3914184570 28.8891105652 68.1577835083 0
82.1216430664 1.7061613798 3.2595093250 1
28.5733108521 44.7012023926 24.2506656647 2
80.4541091919 11.8159055710 63.2695846558 1
12.4800968170 73.5030822754 22.8662700653 2
86.9725418091 21.9059810638 74.3518676758 1
21.4202060699 58.7022857666 11.7024650574 2
6.8540453911 49.9941368103 62.5391540527 0
68.8308563232 61.6061630249 65.8797836304 3
14.8907823563 63.8592605591 18.0918636322 2
15.3721542358 2.2506768703 46.9809722900 0
83.5299453735 84.3723220825 48.6871376038 3
86.7894515991 12.9456338882 93.3883361816 1
11.0401163101 93.3997421265 5.2042427063 2
74.3097000122 5.8798437119 78.7073287964 1
97.1759719849 92.8523864746 0.6133078337 3
71.5278396606 14.2725915909 59.3155937195 1
83.2303009033 21.1266365051 9.3097333908 1
45.7694549561 89.9574966431 70.9159011841 3
11.6492366791 4.8482766151 34.7751579285 2
29.7411003113 20.2204303741 37.0258369446 2
76.7220764160 3.7503712177 21.3981590271 1
25.4092102051 90.5398178101 34.3437919617 2
18.7975482941 1.5799376965 27.7435398102 2
24.0017910004 75.8896408081 33.6233825684 2
2.7091166973 73.0656051636 26.4757671356 2
3.3224246502 44.5934486389 40.7483596802 0
62.6380195618 27.8237514496 61.8749923706 1
71.9477539062 73.5932083130 51.8324928284 3
42.8636512756 85.2424468994 56.6807632446 3
77.6388092041 14.9835433960 76.9011993408 1
14.6646451950 91.7056198120 80.6515655518 0
36.0628051758 17.1148281097 71.1913909912 0
70.4066009521 35.9123764038 72.7713317871 1
98.1501312256 59.9141654968 48.6609649658 3
31.7735157013 62.6232795715 21.7265758514 2
58.2492828369 65.9457092285 66.3200225830 3
98.9976425171 28.5837268829 94.1437683105 1
60.8726310730 0.5314794779 67.7369842529 1
12.7051239014 43.3951301575 52.9794273376 0
69.3858871460 21.0339412689 67.9629669189 1
46.2870826721 35.6985855103 59.6685867310 1
26.9386501312 71.7613906860 76.7834091187 0
98.1300354004 42.1679878235 12.6957921982 2
70.9013671875 40.3181228638 72.6099624634 1
19.5623302460 72.0916366577 35.2332420349 2
41.2889022827 30.3409214020 1.1789497137 2
7.6089272499 29.3385620117 29.7626762390 2
1.7527010441 90.2111968994 30.2941551208 2
69.4896850586 2.9163193703 73.6892852783 1
22.4691066742 72.3022079468 94.7232284546 0
90.4320755005 18.5892906189 30.4218177795 1
50.1006622314 45.5279426575 2.1832079887 2
26.8840751648 43.6579780579 44.3511962891 0
39.5798683167 14.5593433380 84.6693191528 0
12.1898279190 34.1216697693 56.7609558105 0
47.4230690002 75.4105758667 87.1018753052 3
48.6020202637 83.0195007324 16.4404411316 2
78.3646926880 84.7722015381 6.6516370773 3
8.6588525772 54.2618865967 9.5679569244 2
82.3481369019 76.7309875488 81.8701629639 3
77.0713653564 67.1630706787 0.4594550431 3
7.4931845665 17.2637290955 45.9873962402 0
9.6763925552 44.1478080750 89.6453704834 0
54.0275878906 83.7276763916 4.2047185898 2
38.6969070435 95.9175033569 38.3263931274 2
95.4578628540 43.3405723572 13.7369680405 2
82.5597457886 91.9425888062 96.7564697266 3
99.0001831055 70.3072891235 81.5286788940 3
5.6518220901 78.9661407471 35.7905616760 2
15.2197790146 61.3142776489 12.5215549469 2
97.0899429321 38.3856468201 79.6846237183 1
97.5494003296 45.8788337708 96.9483489990 1
43.5367927551 55.5552253723 41.0961570740 2
33.1821708679 9.5828142166 24.8238334656 2
37.3868865967 48.2797203064 20.7413368225 2
75.7132797241 43.7375869751 64.0819168091 1
89.4502487183 26.2973308563 56.0245056152 1
86.2067184448 25.2975158691 26.3317947388 1
67.7353897095 30.9493389130 5.2979359627 1
3.5259552002 46.1691169739 66.6122207642 0
16.0475082397 43.2590599060 4.9978661537 2
95.7321319580 40.8084602356 50.8767013550 1
92.6804809570 84.3452529907 6.4319243431 3
33.7766418457 17.5274238586 16.0147380829 2
